,year,Industry_Tag,Close
0,2000,apparel,3.745681739988781
1,2000,automotive,38.6239705539885
2,2000,aviation,13.363982068167793
3,2000,consumer goods,14.20714979701572
4,2000,e-commerce,2.3266834079746217
5,2000,entertainment,28.779456093197776
6,2000,finance,29.471828578010438
7,2000,food,18.708405354666333
8,2000,food & beverage,10.95943110392838
9,2000,footwear,6.4177952285796875
10,2000,gaming,4.078079436506544
11,2000,healthcare,24.46953474529206
12,2000,hospitality,13.48371830819145
13,2000,logistics,33.821620524875705
14,2000,manufacturing,24.457228441087025
15,2000,retail,21.396125590517407
16,2000,technology,19.49428172294967
17,2001,apparel,5.230953884701575
18,2001,automotive,30.641648390600757
19,2001,aviation,16.338708712208657
20,2001,consumer goods,14.978619766491716
21,2001,e-commerce,0.6100212932834702
22,2001,entertainment,20.60792460749226
23,2001,finance,23.62302384068889
24,2001,food,16.027516888033958
25,2001,food & beverage,11.974693011212093
26,2001,footwear,8.27727250899038
27,2001,gaming,3.9704581912486785
28,2001,healthcare,28.861487980811827
29,2001,hospitality,15.872786914148639
30,2001,logistics,35.161473351140174
31,2001,manufacturing,30.276898184130268
32,2001,retail,21.029772319620655
33,2001,technology,12.136980036574025
34,2002,apparel,4.399792082252956
35,2002,automotive,27.168330811318896
36,2002,aviation,14.52230281678457
37,2002,consumer goods,16.964351478077116
38,2002,e-commerce,0.8242063486859912
39,2002,entertainment,9.969481575665215
40,2002,finance,19.71612289027562
41,2002,food,13.77818170804826
42,2002,food & beverage,12.914987573232601
43,2002,footwear,7.4266108104160855
44,2002,gaming,3.0590239810565163
45,2002,healthcare,32.44185171430073
46,2002,hospitality,14.021748020535423
47,2002,logistics,44.401507438175265
48,2002,manufacturing,33.81130626466539
49,2002,retail,19.959884353100307
50,2002,technology,9.481893717318714
51,2003,apparel,4.294576142042402
52,2003,automotive,27.632338904199145
53,2003,aviation,14.489184250907293
54,2003,consumer goods,17.637120180029086
55,2003,e-commerce,1.887069446226907
56,2003,entertainment,8.986264167442208
57,2003,finance,22.515861081698585
58,2003,food,11.656077553355505
59,2003,food & beverage,13.176300252871538
60,2003,footwear,8.171442860648746
61,2003,gaming,1.9789940397890786
62,2003,healthcare,30.0726838036189
63,2003,hospitality,14.797237793604532
64,2003,logistics,53.514848300388884
65,2003,manufacturing,38.99789297013056
66,2003,retail,17.93714208924581
67,2003,technology,9.554317810424855
68,2004,apparel,6.6911596618001425
69,2004,automotive,37.244636832721646
70,2004,aviation,13.382060902459282
71,2004,consumer goods,19.621444869924474
72,2004,e-commerce,2.178261908746901
73,2004,entertainment,11.657856224784775
74,2004,finance,28.483117118714347
75,2004,food,16.344128979576958
76,2004,food & beverage,17.055573650138086
77,2004,footwear,13.776390677406674
78,2004,gaming,2.628588381267729
79,2004,healthcare,32.5821404759846
80,2004,hospitality,19.155625929908147
81,2004,logistics,67.98971445598299
82,2004,manufacturing,47.24029699961344
83,2004,retail,23.50647772209985
84,2004,technology,11.398918382451603
85,2005,apparel,9.235603633381071
86,2005,automotive,41.6293383969201
87,2005,aviation,13.311493317286173
88,2005,consumer goods,20.57395025157424
89,2005,e-commerce,1.9948551640624093
90,2005,entertainment,11.984177889095413
91,2005,finance,29.35124999757797
92,2005,food,19.067588510967436
93,2005,food & beverage,20.622794880438104
94,2005,footwear,14.333561969181847
95,2005,gaming,2.7438222860533092
96,2005,healthcare,38.42234158894372
97,2005,hospitality,25.30125446168203
98,2005,logistics,77.067047149416
99,2005,manufacturing,45.77077456883022
100,2005,retail,27.989115320500872
101,2005,technology,12.707805717984835
102,2006,apparel,12.943289320955994
103,2006,automotive,56.22815433441405
104,2006,aviation,14.875071384992257
105,2006,consumer goods,23.158470874446955
106,2006,e-commerce,1.795466137122348
107,2006,entertainment,13.981474292230796
108,2006,finance,28.179244958661748
109,2006,food,37.67208352108551
110,2006,food & beverage,20.698879818200748
111,2006,footwear,14.630030110197247
112,2006,gaming,4.451067992890499
113,2006,healthcare,37.761623473756345
114,2006,hospitality,29.669739818193047
115,2006,logistics,93.96938485073379
116,2006,luxury goods,12.84788542934972
117,2006,manufacturing,46.303703004145525
118,2006,retail,30.59428227565203
119,2006,technology,16.018963667880968
120,2007,apparel,16.97374096144718
121,2007,automotive,62.336872902524426
122,2007,aviation,14.597449350470859
123,2007,consumer goods,27.625309565469404
124,2007,e-commerce,3.3614740989122733
125,2007,entertainment,15.869668989067534
126,2007,finance,30.15345578364642
127,2007,food,62.23356004160239
128,2007,food & beverage,20.09249807005701
129,2007,footwear,26.51175591385222
130,2007,gaming,10.309442242778156
131,2007,healthcare,39.7701966487079
132,2007,hospitality,34.5895544257297
133,2007,logistics,92.51110845922949
134,2007,luxury goods,16.430369152965774
135,2007,manufacturing,51.79631823657518
136,2007,retail,34.4239231884717
137,2007,technology,18.063943509371633
138,2008,apparel,14.825315133070914
139,2008,automotive,48.70944131881352
140,2008,aviation,9.90500928008038
141,2008,consumer goods,28.132329910640188
142,2008,e-commerce,3.49400197470141
143,2008,entertainment,14.643718160188245
144,2008,finance,23.345691918580947
145,2008,food,59.91235122379107
146,2008,food & beverage,16.12506261770276
147,2008,footwear,9.522173932536317
148,2008,gaming,11.731035581219338
149,2008,healthcare,41.42476943547547
150,2008,hospitality,22.191205948237844
151,2008,logistics,70.34892390556486
152,2008,luxury goods,19.958241464592252
153,2008,manufacturing,45.147781251447476
154,2008,retail,28.497658013826303
155,2008,technology,14.798932860208595
156,2009,apparel,12.538189661565912
157,2009,automotive,37.938358288519645
158,2009,aviation,6.947150518496831
159,2009,consumer goods,25.37726610173624
160,2009,e-commerce,4.364091266715337
161,2009,entertainment,13.719178214905755
162,2009,finance,19.770612203885637
163,2009,food,58.03448582452441
164,2009,food & beverage,16.15127551902539
165,2009,footwear,5.367717702473913
166,2009,gaming,6.875007962423657
167,2009,healthcare,38.08931491488502
168,2009,hospitality,17.900266178070552
169,2009,logistics,54.98688083224826
170,2009,luxury goods,11.501079504452054
171,2009,manufacturing,41.82500876320733
172,2009,retail,24.77624392083713
173,2009,technology,11.94530309784034
174,2010,apparel,16.393775843438647
175,2010,automotive,29.15257157450137
176,2010,aviation,11.23893259820484
177,2010,consumer goods,29.94189922897904
178,2010,e-commerce,6.957019838075789
179,2010,entertainment,23.29397638638814
180,2010,finance,25.551698864452423
181,2010,food,101.4327296983628
182,2010,food & beverage,21.061935289826973
183,2010,footwear,10.821690322860839
184,2010,gaming,4.732618092523385
185,2010,healthcare,42.31006542084709
186,2010,hospitality,27.583671721201096
187,2010,logistics,74.5377467321971
188,2010,luxury goods,17.71994962767949
189,2010,manufacturing,56.16293033720955
190,2010,retail,32.73625383112166
191,2010,technology,15.910136696270534
192,2011,apparel,18.99361672603264
193,2011,automotive,30.517412301566864
194,2011,aviation,8.828347204223512
195,2011,consumer goods,32.524774271344384
196,2011,e-commerce,9.833601175792634
197,2011,entertainment,30.486714069805448
198,2011,finance,28.69751053670096
199,2011,food,175.2921299555945
200,2011,food & beverage,26.902046930222284
201,2011,footwear,18.159581420913575
202,2011,gaming,3.422366258289133
203,2011,healthcare,44.82808842734685
204,2011,hospitality,27.97111216045561
205,2011,logistics,75.9433442827255
206,2011,luxury goods,22.738923118228005
207,2011,manufacturing,59.605929208180264
208,2011,retail,38.6662759288909
209,2011,technology,15.958828258041352
210,2012,apparel,23.48269464284394
211,2012,automotive,31.054794490528106
212,2012,aviation,8.5577688703537
213,2012,consumer goods,36.84803259531657
214,2012,e-commerce,11.01518200302124
215,2012,entertainment,26.738210864067078
216,2012,finance,36.48168515968323
217,2012,food,207.83002648925782
218,2012,food & beverage,33.37041684468587
219,2012,footwear,20.26143623161316
220,2012,gaming,2.351715578556061
221,2012,healthcare,48.97331315612793
222,2012,hospitality,32.89976988220215
223,2012,logistics,79.50061480712891
224,2012,luxury goods,23.4142109375
225,2012,manufacturing,63.00373651123047
226,2012,retail,48.09140113067627
227,2012,technology,17.060672874736785
228,2013,apparel,29.234208711556025
229,2013,automotive,42.70791221838149
230,2013,aviation,15.370815155998109
231,2013,consumer goods,44.854698319914476
232,2013,e-commerce,14.901579402741932
233,2013,entertainment,46.24244850590115
234,2013,finance,50.44717098417736
235,2013,food,235.48812898000082
236,2013,food & beverage,42.8480616473647
237,2013,footwear,20.635765711466473
238,2013,gaming,2.695107139528744
239,2013,healthcare,64.9036093515063
240,2013,hospitality,38.18698720392191
241,2013,logistics,98.16618092854817
242,2013,luxury goods,26.734554018293107
243,2013,manufacturing,82.45939705863832
244,2013,retail,60.49838746161688
245,2013,technology,21.08624456023413
246,2014,apparel,28.336420748914993
247,2014,automotive,46.52962818826948
248,2014,aviation,30.178617995882792
249,2014,consumer goods,49.255140244014676
250,2014,e-commerce,16.627551608615452
251,2014,entertainment,67.65123041092403
252,2014,finance,62.20908364417061
253,2014,food,338.4953608134436
254,2014,food & beverage,47.27687762527869
255,2014,footwear,26.367958343218245
256,2014,gaming,3.130500001093698
257,2014,healthcare,78.50057662479462
258,2014,hospitality,51.84990818538363
259,2014,logistics,133.76516799321251
260,2014,luxury goods,27.298599008529905
261,2014,manufacturing,105.91637145148383
262,2014,retail,66.60930807249886
263,2014,technology,27.394933933681912
264,2015,apparel,29.57091082088531
265,2015,automotive,48.78695686923133
266,2015,aviation,39.90180980591547
267,2015,consumer goods,50.37828636421728
268,2015,e-commerce,15.904275032593743
269,2015,entertainment,96.3709473382859
270,2015,finance,68.69643217419821
271,2015,financial services,12.320344826270794
272,2015,food,370.31771661364843
273,2015,food & beverage,52.08156708056334
274,2015,footwear,31.66188417162214
275,2015,gaming,4.050924608158687
276,2015,healthcare,79.83996975611127
277,2015,hospitality,60.906726700919016
278,2015,logistics,148.83296839396158
279,2015,luxury goods,30.060677081819566
280,2015,manufacturing,118.81033270699638
281,2015,retail,85.1958774347154
282,2015,technology,31.593602791097428
283,2016,apparel,37.89135117284835
284,2016,automotive,41.95781855242593
285,2016,aviation,39.22889555068243
286,2016,consumer goods,54.20513996749958
287,2016,e-commerce,19.155022770875977
288,2016,entertainment,97.17718838888501
289,2016,finance,69.31536806954279
290,2016,financial services,11.379206369793604
291,2016,food,264.6346994733054
292,2016,food & beverage,55.49973744185513
293,2016,footwear,30.195923776853654
294,2016,gaming,5.7240635052559865
295,2016,healthcare,93.63732122996497
296,2016,hospitality,54.771709040989954
297,2016,logistics,147.2358794136653
298,2016,luxury goods,29.716046045696924
299,2016,manufacturing,131.59891464596703
300,2016,retail,86.2998122241762
301,2016,technology,36.64546337983911
302,2017,apparel,48.208591966515044
303,2017,automotive,47.02057902613484
304,2017,aviation,50.12693448465659
305,2017,consumer goods,60.31313272301419
306,2017,e-commerce,28.54416732484126
307,2017,entertainment,133.8187765144257
308,2017,finance,92.90517882236921
309,2017,financial services,24.811274851460855
310,2017,food,253.1155086380552
311,2017,food & beverage,60.62277374672858
312,2017,footwear,26.123699295568276
313,2017,gaming,9.531458153667678
314,2017,healthcare,109.82132483858511
315,2017,hospitality,80.5062510501816
316,2017,logistics,189.9504934364106
317,2017,luxury goods,45.0232053201987
318,2017,manufacturing,164.3704880794206
319,2017,retail,93.40060376930997
320,2017,technology,52.364944654821876
321,2018,apparel,61.25480371832373
322,2018,automotive,51.0468796703445
323,2018,aviation,52.75953275368983
324,2018,consumer goods,58.84046537341033
325,2018,e-commerce,48.098451076750735
326,2018,entertainment,212.58511284148076
327,2018,finance,125.80604838945001
328,2018,financial services,62.26099594845715
329,2018,food,280.2186019715085
330,2018,food & beverage,60.15169226252542
331,2018,footwear,29.648069138545914
332,2018,gaming,14.20557372408559
333,2018,healthcare,115.5104591096065
334,2018,hospitality,100.86780753268664
335,2018,logistics,220.1387072559372
336,2018,luxury goods,59.12553417920116
337,2018,manufacturing,172.9532745482912
338,2018,music,161.0333340760892
339,2018,retail,118.75462970505673
340,2018,technology,75.18673135597868
341,2019,apparel,74.71494178450297
342,2019,automotive,47.36040505606031
343,2019,aviation,52.767064813583616
344,2019,consumer goods,71.27543256648634
345,2019,e-commerce,58.76341067420112
346,2019,entertainment,229.2662271015228
347,2019,finance,155.72014727668156
348,2019,financial services,68.48805538056389
349,2019,fitness,26.869626828094027
350,2019,food,451.3053462013366
351,2019,food & beverage,81.04759650255637
352,2019,footwear,34.429045136012725
353,2019,gaming,12.05983331941423
354,2019,healthcare,120.37600081307548
355,2019,hospitality,108.18122097802541
356,2019,logistics,155.8448621356298
357,2019,luxury goods,73.02802476428803
358,2019,manufacturing,151.5824466281467
359,2019,music,138.23011919051882
360,2019,retail,138.0341797556196
361,2019,social media,26.205449393626008
362,2019,technology,83.23644785329371
363,2020,apparel,83.54673689721601
364,2020,automotive,62.874376489051244
365,2020,aviation,36.987823346857965
366,2020,consumer goods,79.50744031320605
367,2020,e-commerce,107.03799591516788
368,2020,entertainment,286.614545151179
369,2020,finance,172.7449202556384
370,2020,financial services,120.88636362128578
371,2020,fitness,66.54539517640126
372,2020,food,623.7315010402514
373,2020,food & beverage,85.8036896073614
374,2020,footwear,33.85874877145639
375,2020,gaming,13.995592863663383
376,2020,healthcare,133.71776858243075
377,2020,hospitality,97.13299190059962
378,2020,logistics,177.62421142819372
379,2020,luxury goods,87.9259861882025
380,2020,manufacturing,139.742988043623
381,2020,music,214.1045063003721
382,2020,retail,172.28512738061988
383,2020,social media,33.0549407061852
384,2020,technology,127.46264308734095
385,2021,apparel,112.53090333560156
386,2021,automotive,110.03073029063997
387,2021,aviation,47.11017172677176
388,2021,consumer goods,86.35361964109714
389,2021,cryptocurrency,265.8002193430082
390,2021,e-commerce,151.20464281051878
391,2021,entertainment,367.0518841819158
392,2021,finance,217.6985299625094
393,2021,financial services,234.87805520920526
394,2021,fitness,102.30154747433133
395,2021,food,919.5789091927664
396,2021,food & beverage,106.79857919077394
397,2021,footwear,82.93691562470936
398,2021,gaming,34.4898396866231
399,2021,healthcare,155.74078139047774
400,2021,hospitality,145.70267864005277
401,2021,logistics,256.4110689314585
402,2021,luxury goods,144.43303407941545
403,2021,manufacturing,169.79829945639958
404,2021,music,262.2952373444088
405,2021,retail,242.0741434116212
406,2021,social media,62.32313501267206
407,2021,technology,173.71421625908187
408,2022,apparel,72.15635593193936
409,2022,automotive,106.36223170291855
410,2022,aviation,37.30109888813885
411,2022,consumer goods,87.77923111326666
412,2022,cryptocurrency,102.80338639947048
413,2022,e-commerce,87.08579785700339
414,2022,entertainment,199.53033898646137
415,2022,finance,206.45102414286944
416,2022,financial services,86.0160556504451
417,2022,fitness,16.044501982837083
418,2022,food,866.4541530533141
419,2022,food & beverage,119.74140902312787
420,2022,footwear,54.96914578623981
421,2022,gaming,20.657901755050517
422,2022,healthcare,166.56349747494397
423,2022,hospitality,139.2859672151239
424,2022,logistics,201.23629766821387
425,2022,luxury goods,133.65575560915516
426,2022,manufacturing,130.16641207995167
427,2022,music,117.53916301955265
428,2022,retail,250.38124439820825
429,2022,social media,23.492470114354592
430,2022,technology,129.92972146635438
431,2023,apparel,69.02744557205125
432,2023,automotive,102.9943672215159
433,2023,aviation,34.51289300313071
434,2023,consumer goods,90.61119759446913
435,2023,cryptocurrency,78.42607130323138
436,2023,e-commerce,88.93611122313
437,2023,entertainment,241.24902711595809
438,2023,finance,231.04822740299107
439,2023,financial services,63.82305560036311
440,2023,fitness,8.21462302926987
441,2023,food,1084.2472177130091
442,2023,food & beverage,127.94022122313645
443,2023,footwear,69.25768863965594
444,2023,gaming,17.754480637669246
445,2023,healthcare,158.07720814053974
446,2023,hospitality,152.89229898010657
447,2023,logistics,235.37934711349914
448,2023,luxury goods,169.5909227470003
449,2023,manufacturing,96.27515956333706
450,2023,music,146.76665329648205
451,2023,retail,247.49195066298606
452,2023,social media,27.39226194411989
453,2023,technology,146.019992189285
454,2024,apparel,67.4686340498035
455,2024,automotive,113.12768364597929
456,2024,aviation,39.25515245633075
457,2024,consumer goods,105.18039684947163
458,2024,cryptocurrency,218.56293309619485
459,2024,e-commerce,132.24353360287293
460,2024,entertainment,391.39708442822786
461,2024,finance,302.4773476609906
462,2024,financial services,72.39452304098715
463,2024,fitness,5.173975268859324
464,2024,food,761.8640348346831
465,2024,food & beverage,113.92052057129195
466,2024,footwear,76.33537099386693
467,2024,gaming,19.959234371623385
468,2024,healthcare,154.88515642253753
469,2024,hospitality,202.3475552188649
470,2024,logistics,271.90313251616675
471,2024,luxury goods,151.0420830123416
472,2024,manufacturing,110.1203066283317
473,2024,music,331.4590108487294
474,2024,retail,343.10915678213007
475,2024,social media,35.087809107750125
476,2024,technology,168.09464773337262
477,2025,apparel,63.42023245789284
478,2025,automotive,133.58351609558412
479,2025,aviation,47.52127243388783
480,2025,consumer goods,104.14715146151455
481,2025,cryptocurrency,262.17690873579545
482,2025,e-commerce,168.13118202903053
483,2025,entertainment,531.435089596835
484,2025,finance,362.3598179210316
485,2025,financial services,80.71000003814697
486,2025,fitness,8.325454529848965
487,2025,food,176.21445298628373
488,2025,food & beverage,110.63539368600556
489,2025,footwear,61.44109067049894
490,2025,gaming,27.98469502606043
491,2025,healthcare,153.6020000110973
492,2025,hospitality,224.59097007982658
493,2025,logistics,265.3663624156605
494,2025,luxury goods,142.4492452369546
495,2025,manufacturing,145.42290760387073
496,2025,music,552.8945456764915
497,2025,retail,387.2301823616028
498,2025,social media,34.454363632202146
499,2025,technology,168.68746142754188
